id,iter,energy
0,1,0.7408497514277912
0,2,0.6932676412667194
0,3,0.6932179511786003
0,4,0.6932179249204559
1,1,0.7334865962122858
1,2,0.693306658082315
1,3,0.6932180257087132
1,4,0.6932179247058127
2,1,1.550823346882793
2,2,0.6942102719712504
2,3,0.6932184518605968
2,4,0.6932179247175653
3,1,0.9225031469804363
3,2,0.6934628696065442
3,3,0.6932181783594681
3,4,0.6932179247902519
4,1,7.101140505434143
4,2,1.500000000020066
4,3,1.5000000000414402
5,1,0.7216486608246084
5,2,0.6932475309930399
5,3,0.6932179555420348
5,4,0.6932179248317486
6,1,0.6936612940974477
6,2,0.6932181631844951
6,3,0.6932179247260781
7,1,0.6936063210200591
7,2,0.693218338651528
7,3,0.6932179248698812
8,1,0.9430717281273853
8,2,0.6932179246905581
8,3,0.6932179246887407
9,1,0.9074105056479437
9,2,0.6937063737727831
9,3,0.6932184314535782
9,4,0.6932179247729648
10,1,0.8143302188234816
10,2,0.6933455538282677
10,3,0.6932179924501377
10,4,0.6932179247542103
11,1,0.7792346104718517
11,2,0.6933081401836312
11,3,0.6932179727535609
11,4,0.6932179247077193
12,1,1.0420349088478347
12,2,0.694019764227348
12,3,0.6932188376847556
12,4,0.6932179246886807
13,1,1.2481854567068642
13,2,0.6932179247239763
13,3,0.6932179247215059
14,1,1.1455467560781858
14,2,0.69427242284704
14,3,0.6932191256421103
14,4,0.6932179247062056
14,5,0.6932179247056149
15,1,1.2676092972717934
15,2,0.6938590733033769
15,3,0.6932182652904739
15,4,0.6932179249176393
16,1,1.314498697690233
16,2,1.5000000000298641
16,3,1.5000000001067728
17,1,0.8373045244524053
17,2,0.6935400051403852
17,3,0.693218288942951
17,4,0.693217924830019
18,1,2.5562401979491156
18,2,0.6932179247402475
18,3,0.6932179247389465
19,1,0.7605842629923644
19,2,0.6932884090456615
19,3,0.6932179621346374
19,4,0.6932179247151353
20,1,0.7512749201013251
20,2,1.5000000000920695
20,3,1.5000000001123386
21,1,0.6954354839099286
21,2,0.693220402685585
21,3,0.6932179246927236
21,4,0.6932179246925253
22,1,0.8239860699358839
22,2,0.6935096676443031
22,3,0.6932185628567141
22,4,0.6932179247044173
23,1,2.3059049410653367
23,2,0.6975830947617494
23,3,0.6932274948828212
23,4,0.693217924774167
23,5,0.693217924773585
24,1,1.4839532789602836
24,2,0.694125251633916
24,3,0.6932184068484167
24,4,0.6932179247718153
25,1,5.1857568636918785
25,2,0.7241281189787334
25,3,0.693285928717456
25,4,0.6932180021194382
25,5,0.6932179247404064
26,1,0.7224017202687123
26,2,0.6932483134428988
26,3,0.6932179561666404
26,4,0.6932179248978776
27,1,2.1110789062764375
27,2,0.6949794015588515
27,3,0.6932188605485932
27,4,0.6932179247020932
28,1,0.727930563950544
28,2,0.6932541000362413
28,3,0.6932179353258099
28,4,0.6932179247726162
29,1,1.535969787462758
29,2,0.6952872030841968
29,3,0.6932202948744278
29,4,0.6932179247341086
29,5,0.693217924731552
30,1,0.7026685139456383
30,2,0.6932386593922518
30,3,0.6932179483197844
30,4,0.6932179248999817
31,1,1.309917085707565
31,2,0.6939100422711596
31,3,0.6932182884833917
31,4,0.6932179246961178
32,1,12.262488752263192
32,2,2.7325330579893654
32,3,0.6959580401023944
32,4,0.6932193808567204
32,5,0.6932179246955126
32,6,0.6932179246949661
33,1,2.0139568952417872
33,2,0.6948386896570147
33,3,0.6932187859736669
33,4,0.6932179246965193
34,1,0.7006705285638977
34,2,0.6932218883510008
34,3,0.6932179247274906
34,4,0.6932179247269168
35,1,5.1080424395265425
35,2,0.7019792966751763
35,3,0.6932226782414116
35,4,0.6932179248171959
35,5,0.6932179248108783
36,1,0.9837188786462234
36,2,0.6935307078907934
36,3,0.6932180908800699
36,4,0.6932179248122721
37,1,1.3057474904920718
37,2,0.6939049271817559
37,3,0.6932182900299753
37,4,0.6932179246933579
38,1,1.2991068596200857
38,2,0.6938969487721647
38,3,0.6932182855655761
38,4,0.6932179249431558
39,1,3.8447384138934657
39,2,0.6981890662010916
39,3,0.6932231206600161
39,4,0.6932179251672759
39,5,0.6932179251244946
40,1,0.7558385690343387
40,2,0.6933563014819217
40,3,0.6932180822955903
40,4,0.6932179247573522
41,1,1.1271538086099753
41,2,0.6936937707308259
41,3,0.6932181775479179
41,4,0.6932179248873445
42,1,1.6064132766775345
42,2,0.6942821516195623
42,3,0.693218490210391
42,4,0.6932179247634769
43,1,0.7036839903603105
43,2,0.6932408819925211
43,3,0.6932179751205039
43,4,0.6932179250403867
44,1,0.6933857445380698
44,2,0.6932179947422655
44,3,0.6932179246976602
45,1,5.788070030377104
45,2,5.7856144518890655
45,3,5.785520170441262
45,4,5.7855134837156195
45,5,5.785513451750541
46,1,0.8122425817318975
46,2,0.6934829880816841
46,3,0.6932182237313574
46,4,0.6932179247042862
47,1,3.2884258012920973
47,2,0.7014704429298007
47,3,0.6932359860471302
47,4,0.6932179453133439
47,5,0.6932179247104719
48,1,2.6588462556423087
48,2,2.4572493993228646
48,3,2.4549424906678654
48,4,2.4549152082780905
48,5,2.4549150282199665
49,1,2.9290102105780624
49,2,0.696297325355012
49,3,0.6932211211700348
49,4,0.6932179247752461
49,5,0.6932179247588525
